doc_id,path,size_bytes,mtime,sha1
22997975.txt,datos/core/22997975.txt,57259,1752593458,5080315ea5db9236feef922b12aab3e1f4ad61bb
166975179.txt,datos/core/166975179.txt,18469,1752593027,873fc2ad6347c4fe1042b781d58963cf7fb5ba28
134857913.txt,datos/core/134857913.txt,109215,1752593032,32ed451ab8ae233dc7f00eef241450ec1b925ae7
145367202.txt,datos/core/145367202.txt,66159,1752593281,a2bdcfd25c2d68c7fcf747354b10c0e0a0f43f6c
147640057.txt,datos/core/147640057.txt,362222,1752593024,8b543dd1cfbca5e66042f8e262e17919daa6f17f
46417337.txt,datos/core/46417337.txt,162598,1752593039,83df81447991fca2388ffeeb807f89b211be8d8e
162456505.txt,datos/core/162456505.txt,49941,1752593155,a2a5e293e50fbec6bfda18c21fb12c20142db930
162907111.txt,datos/core/162907111.txt,151010,1752593438,c667681e212e81f59634ecf70189d755388ed038
79362956.txt,datos/core/79362956.txt,96395,1752593378,5c2f918d9e20804d820bb19d46f15e3365ea682c
167938082.txt,datos/core/167938082.txt,95634,1752593040,93027c0b90d88bbe9faa1b3620a515f470c9f6be
51688905.txt,datos/core/51688905.txt,26901,1752593156,13ad0b7b1733e0b3df7fa7cce2091cad71e4f8e6
135912544.txt,datos/core/135912544.txt,63955,1752593422,31e0b239dec6a5866a08331f5f0d7f62a5721003
160211983.txt,datos/core/160211983.txt,10735,1752593337,f1769869fe64c8bce69b06c13e89e2a62ae2fa9f
122530616.txt,datos/core/122530616.txt,169891,1752593033,823541202c506bf03095d238ef3b0e83253859d7
162984722.txt,datos/core/162984722.txt,184001,1752593043,16046c287873b16e6dabe75315a8de070a74b249
85378930.txt,datos/core/85378930.txt,37334,1752593119,3eb98a5bf27e83b3e5303470d5bd82c82ce022d2
7149260.txt,datos/core/7149260.txt,66521,1752593313,6d0521771a3fdc90696d85b81434a94b96ea31fc
120352155.txt,datos/core/120352155.txt,135337,1752593405,a6c295df8af7b7d48e0799d989451cea9c609333
135887987.txt,datos/core/135887987.txt,18094,1752593172,af564d2cee61c110676f71802a61564b2179ee82
36411941.txt,datos/core/36411941.txt,45386,1752593084,b0e461b47d88e792b320656b01a6cefe5e48971e
150086931.txt,datos/core/150086931.txt,139349,1752593208,4d8cc4afa10af22d2fe0313b3fab62d9239841e0
147639126.txt,datos/core/147639126.txt,49026,1752593037,4537fe319f5731290e5485f160aedf1242517476
70618620.txt,datos/core/70618620.txt,12634,1752593391,5075d38a43403e89d4b897779d5c64a511b7945b
129307756.txt,datos/core/129307756.txt,609001,1752593083,a3849d8f5f5fb97053503855df224dfdf150ba9e
157464382.txt,datos/core/157464382.txt,99048,1752593497,a7d2f6a0e89865781cada8b6de9cdd370a8011b3
275683600.txt,datos/core/275683600.txt,97669,1752593287,49e7d2b2e2e729e02d095271a7858da322d54375
153515717.txt,datos/core/153515717.txt,107740,1752593328,006aedbfcafbd111bb5013b5edf429015a98885d
84095384.txt,datos/core/84095384.txt,54586,1752593039,1e151fb3d83c999ef65b2ac62ce17997b8a11bbf
120352407.txt,datos/core/120352407.txt,70563,1752593294,c8835d5fb917f87e36d0647a3641409570bc2ec7
46236129.txt,datos/core/46236129.txt,79489,1752593025,d9c0fe041de85f8928b6ae49634bf9892427195b
10182180.txt,datos/core/10182180.txt,552759,1752593024,892e1cf5618521f483dfcacf9bc66c1eff8be5d4
168089940.txt,datos/core/168089940.txt,116951,1752593102,c07527d45e6f505e61c8904695ab60dba58f6ecc
85013245.txt,datos/core/85013245.txt,17395,1752593027,6410e9f4dedd7d01f3a791085f61b4057601700b
84083161.txt,datos/core/84083161.txt,303335,1752593080,bbb5497d90067778d096576341eefbb723cd3f40
122940247.txt,datos/core/122940247.txt,27122,1752593479,03f10d62c151a31d9062d2d68c89f1580f33feaa
11310464.txt,datos/core/11310464.txt,76713,1752593032,58cee811103fe744cdcb7af4a063e6e64d4e163a
86676368.txt,datos/core/86676368.txt,36181,1752593389,d262ed67454e4f84d625cbb945bd869b7d2cc622
122788729.txt,datos/core/122788729.txt,60876,1752593191,c8e2a5b79b4d9b32154f046cdb09e14e99f9d7e7
77971936.txt,datos/core/77971936.txt,141448,1752593094,e1739fbc8713726c4bca302dd5006c8b3e47307b
86351737.txt,datos/core/86351737.txt,8770,1752593195,687f45b916b3f5dd2e8cd874f0c1376dde53315c
152565181.txt,datos/core/152565181.txt,21730,1752593114,075da9b8d5104ace4a778a2bdca085b4bbedfbfe
154890385.txt,datos/core/154890385.txt,19313,1752593029,cf5e7c3ed4d02fc93bb622a5deb32736ee5db7dc
25172047.txt,datos/core/25172047.txt,68197,1752593037,1f1c5d925850b0d0753584978659fe2603b2744e
84123784.txt,datos/core/84123784.txt,15109,1752593026,82eefd297f81921112d0da37ba10815cad98dcb6
133011822.txt,datos/core/133011822.txt,27483,1752593086,2f0cf24dec4948d784d4eff0e7439f1cafe2c551
46539756.txt,datos/core/46539756.txt,158135,1752593028,1b55deb2499f980f6af3cdf571944cb86b517153
82324161.txt,datos/core/82324161.txt,36806,1752593307,e54f895b11552480845763b5f53daf97df40021b
86594967.txt,datos/core/86594967.txt,124261,1752593027,51492a0b41073651abe088085b08609726da24bd
31420230.txt,datos/core/31420230.txt,2784,1752593034,60d009b1ab8189d8692363fdb7ace02d62452a9f
33649712.txt,datos/core/33649712.txt,33191,1752593274,fd8190912f363413f9fa466d46ae3753398e9dd2
143672951.txt,datos/core/143672951.txt,4790,1752593031,0c2355b1324c35799a036e1c41cb267f57d8f6a3
86590164.txt,datos/core/86590164.txt,13796,1752593035,4421c93d15e59e62999cf2bfd1178f5c60ddc6ce
290820232.txt,datos/core/290820232.txt,34831,1752593460,1112ca2c9cbc597e77394ad31d4e1ec7f8ea81d8
154209568.txt,datos/core/154209568.txt,406457,1752593105,38db980af63cca2f497054715b9525dce5388550
174784506.txt,datos/core/174784506.txt,118733,1752593465,55b7881adce5a092cb5a165e9cf594d247a46130
46937106.txt,datos/core/46937106.txt,40188,1752593142,9ebe550045a279a62441829d4617e982686e120d
84090442.txt,datos/core/84090442.txt,41579,1752593146,82fb98a1db04c19e5e843015f97e43483f35f5e6
11644086.txt,datos/core/11644086.txt,258177,1752593038,7314c8a84995535908786e15c4afdd9cad4cb209
86575815.txt,datos/core/86575815.txt,138450,1752593036,dc24e90dc426d5f2dd2ac00ec45edd722cf58f8d
157185480.txt,datos/core/157185480.txt,26120,1752593185,410afd5b5054337a42a1a53e967e2a54791a2638
238626082.txt,datos/core/238626082.txt,73405,1752593455,38cd6aa40c29d5cdad3aa1ef3958386895c33543
142386768.txt,datos/core/142386768.txt,145905,1752593344,0d2d47f42d95983dbdf1d1939aa394d47f03953a
97220011.txt,datos/core/97220011.txt,42418,1752593024,8a53c065e85ed6678518e0ae9b3ad95c24fb79e9
10179255.txt,datos/core/10179255.txt,42070,1752593034,fba622315c28272f0e0e73faced48e9240ae7d93
154894053.txt,datos/core/154894053.txt,34833,1752593030,d6a826cc729bf2946bdfcaf734a2573504530dd2
138305735.txt,datos/core/138305735.txt,144886,1752593024,db651476eb008c7533f2d392ad90aa512f19d39b
7851601.txt,datos/core/7851601.txt,76339,1752593408,1346e8e240af68e2429614e2e62ff17144a5b6a2
238642154.txt,datos/core/238642154.txt,62231,1752593409,1dc90068c6792e9fbaeb190fa49042b187975f55
158647699.txt,datos/core/158647699.txt,94366,1752593453,52ce1115f491a094d28863bf77e7c30b4e70fc9b
37042459.txt,datos/core/37042459.txt,143937,1752593084,4d4bd5a42cd8991b953c39b9661d30755da9c216
46561697.txt,datos/core/46561697.txt,120196,1752593214,e1266ea1e3ffbd199d7874005b845e0d1b48ba1d
125955156.txt,datos/core/125955156.txt,67515,1752593042,84f55f5a9d52322618ba33ad5ffa1e7faefed96f
169970246.txt,datos/core/169970246.txt,29058,1752593352,7c5ec00c9899bf954771f214782b6b88a59cffa5
46029276.txt,datos/core/46029276.txt,128589,1752593037,f405a9fd5f720d02481655814d8ff185ec4ce2c0
8784359.txt,datos/core/8784359.txt,9943,1752593472,b35a62eb4b00de7df36a3a85855f254fce009f3f
82320979.txt,datos/core/82320979.txt,21408,1752593347,10d9a9ddc5daff913efe55966b7f22fd1efdf3fd
82293337.txt,datos/core/82293337.txt,17631,1752593035,f7f9fbf31cb6cab8569c5c63a67dd88cd9778e08
45990760.txt,datos/core/45990760.txt,90781,1752593472,2b6a671680891f2b6ea96010cd1ccc5894d096b2
127839511.txt,datos/core/127839511.txt,48045,1752593029,3cd46111bdae8f257bc97e719806e841d16c2a61
192203626.txt,datos/core/192203626.txt,49568,1752593397,8169cd0495d67df30bdeec372c7e6672ed120edf
275727834.txt,datos/core/275727834.txt,56571,1752593499,64b8f51811c8bb2e28ea4440c3b04e5116593807
154783432.txt,datos/core/154783432.txt,11423,1752593100,6c2db2dec29245ef63921ff4f398d97d4ea1a483
129906411.txt,datos/core/129906411.txt,66226,1752593339,0600781bea5f4a6c2c2c6e29be5947051b8ea077
77964354.txt,datos/core/77964354.txt,60897,1752593037,b3ea50a42b62f74694e3d82f7bc519171dc23fda
126452040.txt,datos/core/126452040.txt,20094,1752593028,ba55775935ca006a37d2ffe0ce11d273aa16d09f
150043349.txt,datos/core/150043349.txt,205145,1752593070,d855217dd4f94b77bad2afcdcd4f1c14cce4a1a0
46704749.txt,datos/core/46704749.txt,101009,1752593386,c8fa07bd51231e5c3dad8cfff83220f0b8f752b6
86591801.txt,datos/core/86591801.txt,86314,1752593031,3b322011e73b210d7859f5c0b21a8f975927557b
107343007.txt,datos/core/107343007.txt,49770,1752593300,2552f0445c4c74dbca89a1e4cdd50a8c9ca8e9a6
61113417.txt,datos/core/61113417.txt,148977,1752593031,de3853c599e8f134030fb52724b0bad0379eea7a
135057991.txt,datos/core/135057991.txt,67557,1752593119,0fe815f05b07616a4f365db5a37ed34b824f53c2
159797167.txt,datos/core/159797167.txt,27990,1752593025,04e8c446cf9f729fb15901785443eb71b8d0d965
129593694.txt,datos/core/129593694.txt,3266,1752593040,5336d366e2db068c1541e5fbf7aa7abc821c5d0a
123405173.txt,datos/core/123405173.txt,20399,1752593033,5bd36a67120a189caf5729ceae95d2c9d1e31214
39695360.txt,datos/core/39695360.txt,95859,1752593194,339dc2b2fc6b5a78e9c8277fb7d6a16385a93300
69993114.txt,datos/core/69993114.txt,5530,1752593387,79d69ae021c82a590ab5ec35c3102733e9dba0db
149976100.txt,datos/core/149976100.txt,121320,1752593224,f2eb079e01ba88cd828bb934b375c10cda6b7afa
154859136.txt,datos/core/154859136.txt,2382,1752593214,fa60edf541914b1c34bdd87186fde54dc5520ad3
268454692.txt,datos/core/268454692.txt,24339,1752593312,a3aea72f151703a9bea4d4ff882a2623d5d7fbde
17913947.txt,datos/core/17913947.txt,36505,1752593084,e7f3c3621ffaf12ae8eff7114057f06c3d96a6e3
150446626.txt,datos/core/150446626.txt,36785,1752593133,4552e11bce87075e1e0e3061befed511cfd8c0c7
172826365.txt,datos/core/172826365.txt,106719,1752593324,bcf2fe59c6524e7ca8125e27e91836ccf8d7b8b0
10997582.txt,datos/core/10997582.txt,36200,1752593481,8d1734fd29cff5fd9f3db0fa7da82e1279594d50
150556765.txt,datos/core/150556765.txt,41931,1752593367,9b9da9e305bcc59f49948da4debd3348cdb106d9
167822780.txt,datos/core/167822780.txt,37487,1752593400,edb554656e687181a5b8814ad7057b1a05d86e09
41050030.txt,datos/core/41050030.txt,59303,1752593096,8d755a7c8e274b25a320305e6de902b815182744
71057134.txt,datos/core/71057134.txt,12658,1752593447,d4e7df9c753aadb74c00cafe036afc28af19c49e
172897924.txt,datos/core/172897924.txt,95359,1752593498,1552cc728498658873fafbd6bde5966eba593b93
10361439.txt,datos/core/10361439.txt,11149,1752593027,324c46cfa636d11c2c8a93d56374d6dfb71baf77
8723925.txt,datos/core/8723925.txt,123697,1752593038,882002d5f284e803083669927f9f56ed5e9c9389
192200825.txt,datos/core/192200825.txt,30796,1752593504,7ad08c909436d679679c203b3de2206f64234231
59054007.txt,datos/core/59054007.txt,609,1752593051,5ae587af7434d726b9d8143f6057f2280d796ea8
268713325.txt,datos/core/268713325.txt,37871,1752593427,f5e34d0699243f28af1b8c04726b4462e4f4a976
127010840.txt,datos/core/127010840.txt,107574,1752593448,343c911e6d30923016f76c512a82f2287bd2f7d9
134183246.txt,datos/core/134183246.txt,67637,1752593032,413b130719487104b24b52772ae710dce73c1270
159072253.txt,datos/core/159072253.txt,17088,1752593412,ebc1a33bc66b0c23416122039b229d92a67b79a9
125032586.txt,datos/core/125032586.txt,121749,1752593078,00ac03176c7a65367c9fc2b0b2532f6b25caa9fa
96050231.txt,datos/core/96050231.txt,4367,1752593037,77f67448228f0764abb8e592c67059509e87a298
275477254.txt,datos/core/275477254.txt,39897,1752593028,f82f584482372174ef1e666485507a92fb8ec728
37571475.txt,datos/core/37571475.txt,233309,1752593025,854da209656352c0dace6ecd57fe6b8ca2a2d64b
38030383.txt,datos/core/38030383.txt,182462,1752593035,bb3e62ec46f3f70e911afb5a771ec60a18bdd426
41791578.txt,datos/core/41791578.txt,182251,1752593028,d43788ad60935f784d5c7d8cc142b858333fab77
132919072.txt,datos/core/132919072.txt,66007,1752593285,6082c20aa1d9b7baabdb2e9ff0746d7f2628339a
132845270.txt,datos/core/132845270.txt,53926,1752593108,55a3b6f58036c1eb258a74469fe97c71ee4f8e1a
120346564.txt,datos/core/120346564.txt,149462,1752593028,c0cb7cbb58f3b9d68a131bed10c795839eaffacb
45995526.txt,datos/core/45995526.txt,77244,1752593026,490548abb9fd24404a9c404cb85217ab7d60ff74
275798254.txt,datos/core/275798254.txt,12324,1752593506,9bb4b5f6922321ae2d4045f5e9180d390ebaa635
148714560.txt,datos/core/148714560.txt,96771,1752593035,ccf3c528c8cd7aa21b02282918d077e926d9dca5
86578902.txt,datos/core/86578902.txt,6864,1752593078,42989dfa7898c6f8ae7fa36dbbc2a3af05ec2a3e
39287767.txt,datos/core/39287767.txt,19730,1752593027,51254c2883058556d1a0d949c00d427e768d8577
145367146.txt,datos/core/145367146.txt,45464,1752593027,e600084e8b52ccbca717edd3d01c86f856aa8875
78337604.txt,datos/core/78337604.txt,136191,1752593028,75b3d03fd15c3c2d7c52ba41c7a7d1e38180c1ee
37040188.txt,datos/core/37040188.txt,278164,1752593032,b360385f3c0a7f43e5e59ac0f5e48bb0f762cb6d
133772305.txt,datos/core/133772305.txt,78667,1752593498,9a1731f25a5313a52900107ba68f573450297ae7
77975014.txt,datos/core/77975014.txt,18276,1752593415,c42512234bc876ea033e27a7656f8df948b736e7
125956578.txt,datos/core/125956578.txt,102807,1752593029,368a511392185f797f6511325bc3a949b86bdf86
128466848.txt,datos/core/128466848.txt,11023,1752593387,2a0218815bb9cace87e57a42747a84f706455bc3
153498371.txt,datos/core/153498371.txt,15077,1752593410,dd446bbae68c27e3428fbdb5a78d285be880cd9f
166443087.txt,datos/core/166443087.txt,231865,1752593413,4192096f5df6a3b04ba2ed02e3a98a5de06e253a
85643902.txt,datos/core/85643902.txt,32080,1752593144,19c16e41e669a2128b962eb92acef8198eca7938
46185245.txt,datos/core/46185245.txt,111688,1752593029,2e43c63b907a22af530fb29443ead609e7428f22
11002557.txt,datos/core/11002557.txt,45215,1752593033,6e3b3c232ccb84ba927d0bb7d33d6d60af633dbc
137185546.txt,datos/core/137185546.txt,20926,1752593036,0de1e78fafb1e277b994f36c85f454eead884ce2
11645123.txt,datos/core/11645123.txt,155044,1752593178,5a66261088c7f7e913bdc2d52bbacdd44c245963
148775524.txt,datos/core/148775524.txt,96773,1752593025,8bb98db2db4ed1e0363dc3536411f926407eb8c3
84098225.txt,datos/core/84098225.txt,28366,1752593085,ee587edd54d24f026fb9cba3c014615415f24e27
75563296.txt,datos/core/75563296.txt,3798,1752593084,72147b7076d7b674b640ce9330f7b64e92ab1b01
148270286.txt,datos/core/148270286.txt,54438,1752593036,f3297d0969a5e2d14db5ac0ef7309523242facc1
85692560.txt,datos/core/85692560.txt,16388,1752593085,8b046092e64eb3dfdeeca28dcc06a7c377ff8f13
86576187.txt,datos/core/86576187.txt,3110,1752593215,28463d71335e337d6cada4018d0537f32df7dcea
233603768.txt,datos/core/233603768.txt,135044,1752593332,3994b80759f22b390c484273be7fc4f98cafb417
126801293.txt,datos/core/126801293.txt,38388,1752593038,694ed55fc7ab1b0160959e946f516cfe7f0c16c1
125969769.txt,datos/core/125969769.txt,69987,1752593032,bfd672b10184a2c96dd2307074552242acf4b4f9
68195834.txt,datos/core/68195834.txt,331665,1752593093,e1db6984294a2f2044e2e9ad0a3d04348b9e39b6
102521291.txt,datos/core/102521291.txt,206045,1752593051,4f1dc5b37800ee4de8286cbad3414c267eb7099e
7594915.txt,datos/core/7594915.txt,103914,1752593033,79c806d376c794a65a41c78e2f9242e8d327f6f4
275435513.txt,datos/core/275435513.txt,54792,1752593508,2c6e1e5d1fed125e438dbc70e19cdac02138e11f
112546130.txt,datos/core/112546130.txt,57119,1752593154,3c32c43ca0b254c71d11160f95845aa31dc1c131
70858334.txt,datos/core/70858334.txt,26633,1752593528,cf74fef6c9e50acef550377c308f71f553865b66
134394336.txt,datos/core/134394336.txt,41615,1752593079,d611fe3d3531d542cb5d0fed8ae5647a79627769
203663312.txt,datos/core/203663312.txt,206223,1752593371,dc8f0f2148a07f9bb17f9ad290b001b1a66cbd1b
150327667.txt,datos/core/150327667.txt,79460,1752593110,082c9c87e3c7e9a4c09147888c2519a16a3cf170
74693242.txt,datos/core/74693242.txt,24295,1752593361,858afab8cfc7d9b3e4b613fccf57be24f6e25908
86578689.txt,datos/core/86578689.txt,151101,1752593024,d85eb45eb93ec57ba64d758a50ee3a391b700241
158891950.txt,datos/core/158891950.txt,159144,1752593154,8de743a08e82912cec323daac7c625fa7de2390c
148777711.txt,datos/core/148777711.txt,9811,1752593033,212a75f4ea8ace50a501498b3544c5d63b3d464d
138708342.txt,datos/core/138708342.txt,65856,1752593051,3818c7526cfcd30d24c102c2a94bb05c61124e13
152278956.txt,datos/core/152278956.txt,67198,1752593038,15f281af11a0c54f5f86cef37e182fe04786607e
33159739.txt,datos/core/33159739.txt,35387,1752593091,6fc676f77b5918ea0d526284dfc50ec3e618921a
45884406.txt,datos/core/45884406.txt,65203,1752593131,1f3a97608d1ebb8bab31d2e3da86b2bd5589e3da
45690958.txt,datos/core/45690958.txt,21959,1752593395,ac8d909146f993558b1270a60dc14b2b7fdfe282
154125067.txt,datos/core/154125067.txt,17465,1752593032,2c82024268ba4d772780bcb104845c09f438d20c
158558210.txt,datos/core/158558210.txt,8655,1752593097,b16c19a5537927f8f5e6377bf996ff5a8c5748ce
268530562.txt,datos/core/268530562.txt,169197,1752593499,1fe5c2e2cded64c401f7c4c89f0db21c2da31d84
82303706.txt,datos/core/82303706.txt,11568,1752593029,d7e9b2b23ac177521664f15598b845dceb993716
238613102.txt,datos/core/238613102.txt,142031,1752593297,55054429ea7506dc2dcbde723ec179de5e8e7c63
173815154.txt,datos/core/173815154.txt,14931,1752593425,6bb264b50b322c564cbd58f5e893d04a692e28ff
164730133.txt,datos/core/164730133.txt,15184,1752593032,715e9e31fd25beb1c723aa33efabed5855ac8461
167913885.txt,datos/core/167913885.txt,34953,1752593044,02d4bf17ecf83a7f5dac4b991dfd982e5ce00e81
157430750.txt,datos/core/157430750.txt,57898,1752593445,7dd19bd8155673f1ac83909e9e5bec94473f6589
37080105.txt,datos/core/37080105.txt,228124,1752593032,af3b0d799c53d57ad1985b6734f624ae64b5af5a
173104480.txt,datos/core/173104480.txt,116065,1752593422,ae2623988e96e0699124a05d1fd358fdfda5e9b7
63541783.txt,datos/core/63541783.txt,102066,1752593034,0771923b448d9455b158429c9612f5163faf1b6b
150843147.txt,datos/core/150843147.txt,4425,1752593032,8c7212669a0294424efbf99e781bef71c55b64f8
74561433.txt,datos/core/74561433.txt,14358,1752593119,6abdedd4a72cc7c22acb8417b2777d82cb0685a4
133085204.txt,datos/core/133085204.txt,12662,1752593324,733cd859200b5d7e4939dec667a8469d1bcb1869
143672507.txt,datos/core/143672507.txt,5975,1752593238,eb832ef7ac80ba3b95996fe0a926a461b2513de7
15184274.txt,datos/core/15184274.txt,74763,1752593030,cb6b7efccc84067557d24fd5bd17f37304b75e81
70087398.txt,datos/core/70087398.txt,59153,1752593436,b97d6f3d40df1dd9d92d90567995b114c90692d7
37072677.txt,datos/core/37072677.txt,262724,1752593320,d2f951a3a7b778cc4a3eddc35f7bfb7c9510db8d
23031917.txt,datos/core/23031917.txt,25935,1752593206,0ec51226bbdfd3f4d7f2839fcacb810e37ec7ebd
70573264.txt,datos/core/70573264.txt,17223,1752593480,e1cf9811b19c2e91abcf3721627d68bacbf850a2
129385953.txt,datos/core/129385953.txt,40992,1752593525,9227c3e9606946334df9ecb7032c2c7f672d87f7
46204462.txt,datos/core/46204462.txt,49060,1752593271,facd88237bda669f1c73ae247aa582be0ccef07f
160219069.txt,datos/core/160219069.txt,42183,1752593527,3e74ecb7518227ce0735a4e20287690479ab5a30
87092773.txt,datos/core/87092773.txt,23629,1752593472,7aca216066f27fc559e69db2addee2e94949dcc5
268493255.txt,datos/core/268493255.txt,192507,1752593509,23815cda331dbd2df30ae2228bbb9f0edc2caeb4
41792940.txt,datos/core/41792940.txt,57931,1752593048,952e06f7272115ac1e52fe70b64a986637a1f60e
233603301.txt,datos/core/233603301.txt,98804,1752593357,1afdf089215be6d559670adf2aad19f1b08bebc2
68635644.txt,datos/core/68635644.txt,2218,1752593027,99f22633d62086323f1db084e8986bdad766223e
108635653.txt,datos/core/108635653.txt,40246,1752593032,2fb50ec5b2b60ca8d3e400900e5767bbd8ed6396
122917269.txt,datos/core/122917269.txt,53942,1752593032,abec00106462d6a28ee7d1b3d29439f5f227b693
100361656.txt,datos/core/100361656.txt,79263,1752593372,8b0d278faa21093a9e650ddf81952f7ff3b67a17
150823303.txt,datos/core/150823303.txt,28823,1752593034,6257a3f6e13f957308054ace31d6e073d4a89c18
157901153.txt,datos/core/157901153.txt,43599,1752593376,539f656195e72d36a1535bb96fad4e42d5b07e14
114086857.txt,datos/core/114086857.txt,79550,1752593126,dba9cb9c9477948521b2a1e8aca4bb7601cf37b0
14419292.txt,datos/core/14419292.txt,42216,1752593043,5f04f7e4671d6dd2b88f452153e792086e420273
6094692.txt,datos/core/6094692.txt,37954,1752593036,1c166aa1442a204f5a515d1b061f3bb5c4b10b0a
129400760.txt,datos/core/129400760.txt,20046,1752593318,c5f2dd7d71a10274aeaec3f7d3a63c83d7b4e233
85689659.txt,datos/core/85689659.txt,85312,1752593044,cdbbda08c2d7f98a663c238c818ecf23817cc7f4
5994246.txt,datos/core/5994246.txt,112150,1752593037,ac3329fd00d38e7ab25ae0eb3d64b85bcc0dde1a
87541395.txt,datos/core/87541395.txt,110254,1752593229,2f106270f1c6dd59c973061998a06071e6e2f1e4
145367691.txt,datos/core/145367691.txt,26241,1752593028,42ae3fc46afb0472812e036b70b50003df882a70
86580090.txt,datos/core/86580090.txt,12210,1752593037,963abb77a9e2d8418d42412be7a1e9766eba8373
86582792.txt,datos/core/86582792.txt,100829,1752593031,f6a00662fd41e0dc532f390af24f23fbd94a38c1
268399934.txt,datos/core/268399934.txt,48858,1752593340,b145e56dfeb18eaf30164ef56263ef30e0bf99e9
275753333.txt,datos/core/275753333.txt,71333,1752593398,ac2dcca84219e905f0f0e9ae960ffe8808d1c8ed
135030752.txt,datos/core/135030752.txt,40563,1752593226,7d33fa05601c91a7f48fe50af966a000a22d98f3
47953151.txt,datos/core/47953151.txt,158218,1752593025,8983a9839349bc9ba0804118c031a5f537dfe4cd
126820291.txt,datos/core/126820291.txt,82954,1752593069,107d01a57201070351ee39f722f3ad42fff58586
154658233.txt,datos/core/154658233.txt,14542,1752593178,ffd13de776d9f244eb680cdc6b3635dcea1fd582
143279958.txt,datos/core/143279958.txt,29193,1752593391,77db5eca8c84b06258ad2ffb3083bcb25540ddf1
275910421.txt,datos/core/275910421.txt,123150,1752593387,de3661a44c16bf76982fae6249d2ffd33d8e2ce1
7597455.txt,datos/core/7597455.txt,8705,1752593374,a1ac4489f700305d0b3b9a3c786a010a760ec203
7294504.txt,datos/core/7294504.txt,10654,1752593035,3ee83e439ea61a19fea4edc13a95cd93af1ec58f
69563538.txt,datos/core/69563538.txt,46267,1752593180,53a89ec4788359a377104c710d1a5d2f74400f49
268634070.txt,datos/core/268634070.txt,12314,1752593395,4b59684028aef24f985572b583764803805dc7e6
85708745.txt,datos/core/85708745.txt,29534,1752593030,ddbf24eae7a6ab5c8e16e6307e803b3546b9ec70
74561224.txt,datos/core/74561224.txt,48405,1752593172,3b206f52dc4d974409d42253c5a542222ebce66a
161761666.txt,datos/core/161761666.txt,183590,1752593086,e5204ca503777faebe3404ca41af448193b62c6d
96738930.txt,datos/core/96738930.txt,87721,1752593030,393e35027ad0f18bd38800de6cd5ef80ba06590b
135425309.txt,datos/core/135425309.txt,109066,1752593027,946be123d38ddf2facf43a3cc8812b273d407bde
133468166.txt,datos/core/133468166.txt,67069,1752593033,a53810dbb9bd78853995260011e13033fce5a52a
174665988.txt,datos/core/174665988.txt,32135,1752593496,8c9d46e9c8df0af233fcb6e561a702ae72486f94
152413529.txt,datos/core/152413529.txt,103757,1752593357,39562211279eddbff52f2dcde2b0b39bc7a830be
25365905.txt,datos/core/25365905.txt,216877,1752593383,7f0b9253a94f1d0e8760ca83517a30957ea5ace7
7686851.txt,datos/core/7686851.txt,51277,1752593027,ee2c0645b54eaa57601b47e421bfd89ecb0a925e
85982921.txt,datos/core/85982921.txt,245404,1752593043,88a88949651617e39cc13fc7b961486fc02fedae
174688047.txt,datos/core/174688047.txt,12821,1752593400,21fee810a5358f38cfff4677e3edcfbdede2ac1b
39726289.txt,datos/core/39726289.txt,224961,1752593042,f1f9b2e21f753ca2f81a83a1328e55a594f90228
138720028.txt,datos/core/138720028.txt,130455,1752593037,8955f256cbb7ae0efadef5502980d7841c035a71
126626231.txt,datos/core/126626231.txt,116546,1752593037,6c9633cf8be951efa89faf7787f48a6ec2d0b1f3
158557632.txt,datos/core/158557632.txt,21590,1752593035,1b370bc3a869600dddf42c9cc7d4ac76882f57dc
25404903.txt,datos/core/25404903.txt,4021,1752593134,e033f74e0464763e05b7649c15a348666452960e
82317932.txt,datos/core/82317932.txt,46231,1752593030,43e956169f72c8be2153d95e7aabd5262c27eb02
275164814.txt,datos/core/275164814.txt,4948,1752593500,35c7cb3d398b54a4ca67f562e69a86a79ef67a8f
2608850.txt,datos/core/2608850.txt,52010,1752593031,ce792f9eaa579c2195eccf6fc77038e2774d44c6
135891043.txt,datos/core/135891043.txt,51866,1752593172,8d12e4029223d204d2c6d06a83b1f0325c6eaf74
37036148.txt,datos/core/37036148.txt,87548,1752593370,2e9898f1a16364f37ae4c84b065624216891343e
45683894.txt,datos/core/45683894.txt,81122,1752593040,fca699253d2e4aaa466e8710f7cde4d0b03f735c
25190034.txt,datos/core/25190034.txt,58171,1752593196,b07a49f3a34316f504349a79eca1b02cf222d344
157893414.txt,datos/core/157893414.txt,6609,1752593038,1f56c80efe611f9d129759a748964f7705ff65dc
41025561.txt,datos/core/41025561.txt,74571,1752593038,f66b134dd7f1a5533c9270fced0e0b1eb0018081
268490753.txt,datos/core/268490753.txt,53666,1752593032,11cc1189d8e045c7653063d49eaa399a2623eda6
46238937.txt,datos/core/46238937.txt,344954,1752593038,30898f51c36cc94b1367c73869167ac8c5d6c4d6
148390954.txt,datos/core/148390954.txt,20499,1752593150,0096fa329253dbd29c0562e878a322f7a3821ea6
163952595.txt,datos/core/163952595.txt,67109,1752593165,b590d7af7e1b916148b5bb9464a9a7df617db4c0
75559906.txt,datos/core/75559906.txt,348207,1752593111,a9cc9f03424b4c3d66b1a2fb2167cbf347a41b75
